,sentences,label
10896,I m sure she s do some writing tonight and is past that amount now but for the moment I can go to bed feel triumphant and also happy in the knowledge that I have not give in to write absolute and utter crap just yet and that my story is progress nicely,joy
10897,I begin to feel strange I think to myself here it come,fear
10898,I couldn t take anymore I just want to lock myself in my room and not deal with it all and then in other way it may I feel more passionate about take photo,love
10899,I just want he to see how it feel when he do something that I feel is obnoxious,anger
10900,I feel helpless to make any real difference,sadness
10901,I feel helpless and scared and all of these thing I can not describe and I never think of myself as a control freak but I m recognize that feed my feeling is my way to control something in the midst of chaos,sadness
10902,I m go to be after the birth of this baby feel shaky,fear
10903,I leave feel too dull to come up with idea,sadness
10904,I love the feeling of carry he in my arm and look at his sweet sleeping face,joy
10905,I feel a strange sense of achievement that I have scrape every nook and cranny of the shell for juicy morsel,fear
10906,I always feel so flattered when another amazing blogger ask I to share a little of world on their blog so here it go,surprise
10907,I would feel disheartened so I would then go and do cardio for another hour to achieve calorie,sadness
10908,I was feel a bit shaky and a bit off centre but I think most of that was worry about thing out of my control,fear
10909,I will not respond I am not try to trap any one or make you feel burden upon or threaten for your opinion,sadness
10910,I was feel a little longing for paris this week so I do what every artist do,love
10911,I was not feel so nervous because she seem so calm and collect,fear
10912,I always feel like they love to annoy we especially when were do something and we do not like to be disturb by anybody,sadness
10913,I feel like a worthless ugly fat unattractive piece of shit,sadness
10914,I get it she feel betrayed and hurt,sadness
10915,I have ever been and I feel mentally more peaceful calm and balanced,joy
10916,I m feel a little melancholy as I listen to this song,sadness
10917,I feel that it take a lot of gut on her part and I admire she for this,love
10918,that is also discover that because I feel less agitated by caffeine and craving this cope method is unnecessary huge,fear
10919,I feel cold spot,anger
10920,I do not know these people since they are not a resident of this room and for they to treat I in such a way that I feel angered,anger
10921,I feel so eager to tell you guy what have happen to I these day,joy
10922,I am available what am I go to do with my day I need to feel useful maybe I can still contribute my time part time I do not want to let anyone down,joy
10923,I feel like every day is special unique,joy
10924,I feel like a harry potter fan try to read the casual vacancy here,joy
10925,I could feel my sciatica ache as my foot was swinge from the gas to the brake pedal,sadness
10926,I know I never say or act that way but in reality its how I feel financially I feel dishearten because of my car,sadness
10927,I m feel positive today and tired and I m go to make sure that I m good with my diet and exercise from now on,joy
10928,I think it make I feel like the heir to an incredibly rich and diverse legacy of story and experience,joy
10929,I feel like make this a stubborn battle of will,anger
10930,I feel safe and warm and there s lot of sunshine you d think I d get complacent,joy
10931,I am so happy but yet I feel enraged,anger
10932,I just want to run somewhere where I feel safe,joy
10933,I sometimes feel shitty and guilty for buy into they without actively make any choice I am about as normative you can get in term of the fashion blogosphere,sadness
10934,I feel a little brave and venture out of my comfort zone and into the kitchen,joy
10935,I feel it is safe to say that I will send my first v and v for the matter before the end of the year,joy
10936,I I still feel cold from the swim which do not really count as one early on,anger
10937,I do not think he touch my penis but I just remember feel very helpless and that trust was violate,sadness
10938,I m feel gloomy today,sadness
10939,I love that he was still small enough to ask I for help to feel safe,joy
10940,I feel sorry for you guy,sadness
10941,I feel that the fabulous apple flavor gets kick to the side for pumpkin,joy
10942,I feel like I get in at that sweet spot before everyone realize how mess up everything really is,love
10943,I feel there are a lot of thing that I need want must to do but always somehow got distract get a call from my crol tl and just tell she that could not join she as per go to the doc,anger
10944,I leave the soon ill feel well,joy
10945,I know it was not pleasant for she and I feel selfish say it but I think I would have fall apart if I have been there,anger
10946,I feel like it skew the kid idea of what is cute and adorable and just encourage annoying behavior,joy
10947,I feel like I should not have even bother,anger
10948,I feel that grit and even polenta are an unfortunate fate for corn,sadness
10949,I do not know I have this one feeling that I feel isolated on twitter well nobody were isolate I I just feel like among those who were having convos together I m the only one who keep talk about how I am happy the drama that is been follow was update their new episode,sadness
10950,I mean I guess creativity could be even more of a broad categorie that beauty fit into but I ll talk about beauty for now since it s something I feel passionate about,love
10951,I know it shouldn t feel unsuccessful but the only way to come back and make that be the right decision would be to come back and win a super bowl,sadness
10952,that is test try drop it and nothing happen which is suppose to be if something happen to my phone I would feel so fuck up,anger
10953,I get a feeling however are still popular song,joy
10954,I was feel generous that saturday morning and tell they to go ahead with their plan to have the stand and if they make enough money i d take they to the theater to see a movie,love
10955,I get what williams is do in impe other artist but I still feel that its more of a distraction than it is clever and the murder mystery plot is a decent hook but turn out to be wholly unsurprising,joy
10956,I definitely feel that my poem are in conversation with nature poetry but in the way that a rebellious activist might be in conversation with a government official,anger
10957,I really feel unhappy,sadness
10958,I feel very out of place as well,joy
10959,I just feel like an awful mommy,sadness
10960,I m feel really annoyed,anger
10961,I can not abide the political mess the country is in though I feel equally enraged about the state of uk politic,anger
10962,I feel like the most moronic naive individual on the face of the planet right now,sadness
10963,I feel ecstatic just to see you,joy
10964,I feel I completely belong and I didn t feel shy and frighten any more,fear
10965,I wake up feel grumpy tired unhappy and just plain sick of thing,anger
10966,I feel like you are more into self promotion than truly care about the great good,love
10967,I know how it feel when I have read someone suffer in pain mentally,sadness
10968,I see lover I feel envious I want someone to be there for I,anger
10969,I spend the day laugh so much I can feel my jaw ache for all the exercise and stretch it make,sadness
10970,I m feel slightly intimidate,fear
10971,I am feel as though I am do something worthwhile and rewarding I do not feel the need to stay home and hide out with my laptop so much,joy
10972,I find myself more and more lately feel like I m a shitty wife and mom,sadness
10973,I fear that because I suffer from depression the people I care about feel inhibit when they are go through hard time,sadness
10974,I feel like I am being obnoxious by post every three second,anger
10975,I do feel like their relationship seem a little rush though,anger
10976,I am I can not help but feel skeptical about the whole thing,fear
10977,I can not help feel curious you know after all that is hear,surprise
10978,I am baffle hurt that I feel assaulted and unsafe,fear
10979,I understand that some of you will now feel a bit disturbed and unsure at this point,sadness
10980,I feel their exuberance upon being accept and I feel their pain upon being reject,joy
10981,I feel like that is ever perfectly capture this beauty this perfect girl,joy
10982,I feel like I m do a hot yoga class with no benefit,love
10983,I need to feel rich,joy
10984,I get this very sexy latex outfit from their lucky chair it make I feel very naughty the hair is call hungover and it is free by a href https marketplace,love
10985,I wanna talk tell you about sycf it stand for singapore youth chinese forum by the way and although there s a singapore word inside I feel like the minority there p ok but that s beside the point,joy
10986,I remember get the text and feel heartbroken,sadness
10987,I feel like support local and indie business is extra important for I since I run one myself,love
10988,I love feel productive and get thing clean out an sorted through,joy
10989,I feel very contented just sit beside he without even utter a single word,joy
10990,I feel edmontonian are superior to the resident of any other major city but if you ask I what keep I live here despite my obvious hatred for the climate of the year then my response is family and friend,joy
10991,I feel like I miss most of my precious summer,sadness
10992,I am go to print this and refer to it as often as I can so that when I feel thing which are not so pleasant I can remember that now is the only moment I have to live in so make the most of it,joy
10993,I am feel to embarrassed about my body to take my son to the local pool I ll think of this poor woman and just rock the most scandalous piece of swimwear available,sadness
10994,I m not feel like that to be truthful,joy
10995,I need to feel rebellious,anger
10996,I am definitely feel festive and have to paint my nail a little bit christmassy this weekend,joy
10997,I tell she it was ok for she to feel the way she was feel and that she will always have many fond memory of our little house since it was her first home,love
10998,I also like to listen to jazz whilst paint it make I feel more artistic and ambitious actually look to the rainbow,joy
10999,I can not really describe the feeling that I have except to say that I am incredibly burdened,sadness
11000,I feel exhausted just by write that,sadness
11001,I m feel a little regretful but it ll pass because that s what happen with regret,sadness
11002,I feel stress frequently,anger
11003,I can feel the awkwardness and that weird kind of tension,fear
11004,I know I just end a very big giveaway here on the muse but I m still feel quite generous,love
11005,I love get out the decoration and feel festive I am happy to put they away,joy
11006,I point these thing out so as to make clear that I go into this film with the good intention but leave feel irritated confuse and wear out,anger
11007,I feel so heartbroken and confused and just blah blah blah,sadness
11008,I guess you could say I am a loner but I feel more lonely in a crowed room with boring people than I feel on my own,sadness
11009,I don t feel like I m a valuable person,joy
11010,I usually start feel anxious,fear
11011,I am thankful for the opportunity to help other feel well about themselves and I am grateful that I can help educate other on have to achieve their goal as well,joy
11012,I wake up feel fearful and helpless,fear
11013,I can not escape the tear of sadness and just true grief I feel at the loss of my sweet friend and sister,love
11014,I m feel crave there s always a tender morsel of a song ready to appease my appetite,love
11015,I not feel resentful for always put out more effort then ever receive,anger
11016,I actually like have thing clean but I like to have they messy first so I feel rebellious,anger
11017,I have do quite a bit of travel together and so know how to keep the other laugh when we re feel defeat or stress and the addition of audie and mona only multiply the laughter,sadness
11018,I yearn for when I feel vulnerable,fear
11019,I feel heartbroken and worried and I have a wicked headache,sadness
11020,I get so tired of pretend everything is great and grant thing are pretty good yet I am feel discontent,sadness
11021,I miss the feeling of feel amazing,surprise
11022,I get to feel that lovely weight again,love
11023,I m back to feel fine running,joy
11024,I was feel pretty satisfied with everything and I was eat fairly well also,joy
11025,I suppose I feel odd and different too and like to feel accept even on a superficial level for an hour or two,love
11026,I do cry more than I ever have I actually rarely cry but sometimes I get to the heart of my pain over man in general and my feeling that I am damage somehow and that s why no one like I so maybe that was it,sadness
11027,I been feel terrific I was amazed at how my need to binge was abate and I ve lose weight without even try,joy
11028,I come to feel assure as part of your power to do what s in my great interest,joy
11029,I m not sure why I always feel reluctant to write nutrition health post but I decide that those day are over,fear
11030,I feel groggy and disorient,sadness
11031,I know I shouldn t feel offended but I do,anger
11032,I have read and experience go vegetarian to vegan from a meat eater how the toxin leave your body and make you feel irritable and grumpy,anger
11033,I m still feel a bit drain,sadness
11034,I m feel romantic towards not another relative friend coworker,love
11035,I actually answer you pathetic fucking e mail but no that s too fucking easy just call andintrupte what was a wonderful fucking day with you trad trash what the fuck slave he feel the feeling come over he he bagan to shiver and shake with fear,fear
11036,I subconsciously feel a little bashful at the display of nakedness in front of I while watch the maid wipe window on the outside of the room actually its just her shadow behind the draw curtain,fear
11037,I feel like a bitchy selfish idiot,anger
11038,I m feel more fuck up than that is ever have and its nothing to do with my school work,anger
11039,I am a recover umlungu addict to feel superior,joy
11040,I do not feel disadvantaged or jealous without these thing I feel empower instead,sadness
11041,I feel damn lame hahahahahha,sadness
11042,I also feel fairly confident about how I make a realization realization make with the help of dr,joy
11043,I am suggest is to create a happy environment to live in with your partner the man have to feel like his feeling are just as important as your,joy
11044,I just want the world to feel strange to I again,fear
11045,I m feel particularly awful about my language learn capability this week,sadness
11046,I love to be able to say how I feel and I love to be in this complacent spot,joy
11047,I feel like professor are not supportive of student who get thing do and are prepare early,love
11048,I have time when I feel insecure,fear
11049,I get one I feel like I need to either even thing out by immediately give one back or make thing even less even by use a comeback as if I was just insult,anger
11050,that is been honestly self indulgent and rather reckless with my consumption of caffeine cigarette and junk food which combine with the dangerous ingredient of freeze weather have cause I to feel lethargic fat and unfit,sadness
11051,I am feel super lazy no screenshot to guide you today p hence read carefully before you proceed,joy
11052,I feel stress my intention is to remain in control of my feeling,anger
11053,I leave feel slightly daze confuse and disappointed,surprise
11054,I m feel a bit uncertain about the whole poem I think that will remain,fear
11055,I go to bed one night with my stomach in knot and wake up the next day feel fantastic,joy
11056,I feel a recipe is only a theme which an intelligent cook can play each time with a variation,joy
11057,I can feel something inside I something delicate and peaceful unfurling inside my chest,love
11058,I wonder if they feel like reluctant leader,fear
11059,I see my thin friend struggle to gain weight and eat a lot of rubbish food everyday I see my fat friend being laugh at I see he feel ashamed of the way he look,sadness
11060,I think it will make for an overall more pleasant experience read well wifi accessibility well fitness facility and just a well overall quality of life but I can not shake the feeling that I m still not really do something that is support the warfighter,joy
11061,I m feel stressed or have a bad day I take a walk or run,anger
11062,I let my finger stroke across his chest to his heart marvel at the feel of he terrify that this is a step too far,fear
11063,I walk around my yard and even get down by the waterside of the lake I live by I could not feel my finger it was so cold,anger
11064,I must have been unable to contain my expression as she immediately offer a string of reason why she only have word range from inadequate computer to no computer to difficulty in use say computer s to feel inhibit in write too much on a computer for fear of lose it and so on,sadness
11065,I m start to feel that some of they are so fake,sadness
11066,I buy some three book after feel disillusion with the one i d bring with I to glasgow,sadness
11067,I feel like this vile thing brood gnaw deeply in spirit,anger
11068,I feel stress anxious over work tired and weak,sadness
11069,I mention in that post the color are very pretty but they feel very uncomfortable on the eye,fear
11070,I am sit here in front of my mac feel more carefree than I have feel for month,joy
11071,I m feel bitchy on saturday,anger
11072,being subject to unfair treatment in a work group,anger
11073,I begin feel dull throbbing pain in my forefoot and after I am do run I have pain in the lateral area of my foot that was once break,sadness
11074,I begin to feel that it was shake so badly that it would never be repair,fear
11075,I feel strangely tranquil and happy,joy
11076,I m sure that each person have their own complex set of reason for leave and chalk it up to one reason or feel like because they all hate academia is probably a little too simple,anger
11077,I can only guess that the boy are feel shy when I m sick but honestly I could use some help now,fear
11078,I refuse to allow my wonderful feeling to be disturb by all the crazy,sadness
11079,I can eat soup drink tea and wear sweater but still feel pleasant when I go outside,joy
11080,I feel so neurotic sometimes because usually even if I know we do not have something and so on,fear
11081,I feel about cool newbie leave a note,joy
11082,I know there s a saying tell someone how you feel because thing can change in the blink of an eye or something along those line but although that s sweet and all and while its easy to say thing like that its really not easy to say it to that person,love
11083,I guess I feel irritated when great music gets ignore even if it is necessary,anger
11084,I usually feel suspicious and guilty about this consider how little I do during my work day,fear
11085,I feel she s frantic about control her message wary of other reading fearful of what mean they might find and or create in her performance,fear
11086,I read new risen throne once say cold amp desolate soundscape that will leave you feel utterly scared amp alone yes it is,fear
11087,I enjoy today because he s a darling but its a long time since that is back a horse and I have to admit to feel a little hesitant as to where to go from here,fear
11088,I feel this is a useful tool in a couple quest to start a family,joy
11089,I m feel pretty rebellious right now because I m write this is my engineering class,anger
11090,I feel so pissed off that I can bite off a fucking tree log,anger
11091,I think she have more fun than she think she would have grant we do feel like we are suffer a bit with the food and detox but at the same time we feel like we are finally make serious change to be healthy and that alone is a really awesome feeling,sadness
11092,I feel a craving I get excited and sometimes it feel like it s the only thing that can make I feel well,joy
11093,I try to stuff my wildly feel heart and messy inside safely and politely back where they belong but instead I m like the scarecrow from the wizard of oz anxious and undone,sadness
11094,I step outside of the house feel glad to be home again,joy
11095,I m not down how do you feel about yourself train in vain describe your ex girlfriend boyfriend cool confusion describe your current girlfriend boyfriend what s my name,sadness
11096,I know there was just two of we but I was feel somewhat sorry for myself and think that I might drown my sorrow in a little salt and vinegar and a lot of batter and lard,sadness
11097,I feel like I spend most of my time over thinking and over analyze pretty much everything,joy
11098,I was in the throe of being bring to the edge I once again feel that same feeling of submissive ownership emotion build,sadness
11099,I would feel strange describe it but if anyone is interested let I know and I will add it,fear
11100,I m particularly feel pressure to act and behave in way that are culturally accept and expect of I,fear
11101,I can feel pretty,joy
11102,I am feel pretty shitty about it maybe I should tell he to kiss my ass,sadness
11103,I will apply this everyday even if I am wear no other make up as it make I feel so much more confident,joy
11104,I should feel ashamed,sadness
11105,I m feel that is resolve to live a life of love and miracle,joy
11106,I am go to add some photo from today and again thank you all for your dear support when I was feel overwhelmed at different moment,fear
11107,I feel sarcastic poetry come on,anger
11108,I m try to standby his mother and follow my heart but she make I feel like its all in vain sometimes,sadness
11109,I feel badly that my ability to be thrill at see something like that have been peg at that point,joy
11110,I feel like I am getting fuck,anger
11111,I feel it ping my brain and its not pleasant,joy
11112,I am completely savour each and every moment of the feeling of being single carefree and unbound,joy
11113,I feel ashamed because I was do the very thing that the bible teach against,sadness
11114,I can not stop listen to feel the other cool thing about this album is the embossed feather on the cover I know you can not see it in the picture thank camera,joy
11115,I want to do it the right way oh orihime whisper back feeling reassure in his sincerity,joy
11116,I even go far these subject are not interesting to I in anyway because I m relate to they personally some example will be use with imaginary name to protect friend and family identity s please do not feel offend if you see your name,anger
11117,a teacher was very blunt in his relation to a child so that the child was very upset when arrive at home,anger
11118,I feel like she do not seem to energetic or happy even her assistant was a bit off as she wash my hair after the dry cut she was pretty rough too like she want to quickly get it over with,joy
11119,I m feel lucky search mean you spend less time search for web page and more time look at they,joy
11120,I feel really wonderful with his blessing,joy
11121,I was wait an hour after strength training and I would feel really listless after a while,sadness
11122,I just do not feel thrilled let alone excited,joy
11123,I m unemployed so feel free to offer a job a dir ltr href http henypire,joy
11124,I do not know if I have the strength in I to tackle this again and honestly it feel pretty overwhelming at this point,joy
11125,I come to review however I m not entirely sure what it is that leave I feel somewhat dissatisfied and a bit brasse off that more do not happen,anger
11126,I know the effect of my day to day happening on my serenity are so subtle at time that I end up feel irritable and discontent without know why,anger
11127,I do not want our home to be fill with the spirit of contention I want it to be a place where my child can always feel the spirit feel peaceful and feel love,joy
11128,I are feel horny and decide to give a double header long wet sloppy blowjob,love
11129,that is never make anything from this book as they all look quite scary and complicated but I was feel brave,joy
11130,I feel passionate about and that I want to spend my life do,love
11131,I feel the need to reach out and see what fabulous plan you have for ignite your brand influence this summer,joy
11132,I feel ecstatic every time I perfect a water sport,joy
11133,I feel fabulous on stage and in my marketing video but in every day life also,joy
11134,I feel unwelcome in this home of mine,sadness
11135,I feel glad that the stress that go into make sterile sky from spend nine month in senegal writing non stop to face some initial rejection at home farafina and cassava republic reject the manuscript and to burden friend with the manuscript is not in vain after all,joy
11136,I feel something like vain because I could raise my score only in year,sadness
11137,I feel like I should say something but I m shocked into silence,surprise
11138,I feel so neglectful of lj,sadness
11139,I am feel more and more dissatisfied and anxious about this self impose weekly deadline,anger
11140,I should say its give he that sweet little feeling of being fuck,anger
11141,I just go into these mode where I want to write then feel disgusted and do not what to write at all,anger
11142,I don t feel like I m being pressure to do anything and I don t feel like make love to my husband have any connection to the assault and rape,fear
11143,I have to admit I was feel very skeptical,fear
11144,I am already feel festive,joy
11145,I plead to people and feel distraught that they do not hear,fear
11146,I start pin point fault at home and with relationship feeling leave out and confuse about my purpose in people live that I have once been close to,fear
11147,I want to feel like a nurture respect protect equal,joy
11148,I were to stop there no doubt you d leave feel dissatisfied,anger
11149,I feel so ground delighted in a good mood and fill with a positive energy,joy
11150,I feel like I m not serve a purpose to anyone whether it be keep they from commit suicide or just a casual conversation partner at a social gathering I am transport to a dark spot,joy
11151,ill be attend college class and ill have a bunch of stuff to tell you guy about like how class are go and how I m feel and if I meet anyone cute or not,joy
11152,I ever use along with loreal max factor and collection so whenever I see either one of these name I instantly feel that sweet nostalgic feeling as if I m discover make up for the first time again,love
11153,I feel about the divine,joy
11154,I forgive myself that I have accept adn allow myself to feel uncertain and inferior the moment someobdy is look at I as I do physical labour,fear
11155,I feel as if I m a doom to fail b set myself up to think that I m doom to fail,sadness
11156,I also feel embarrassed because I can consciously look at my life and see all the good thing in it that everyone else see but when the depression cycle hit even know those good thing exist simply isn t enough,sadness
11157,I m feel a little dazed and confuse today,surprise
11158,I wake up this morning after hour of interrupted sleep feel lousy mostly my leg,sadness
11159,I was feel so rotten about it,sadness
11160,I m block I could at least be do something constructive my room need a major cleaning for instance but I feel agitated if I m not at least do research for this story it do require a lot of research,anger
11161,I feel assure that the future of online entertainment rest in good hand,joy
11162,I agree with your original comment about down by the water I feel like that song transcend time and is gorgeously romantic but it s cinematic in that I feel like I m watch a story that belong to someone else,love
11163,I feel a bit shaky at night lately I ve awake with this,fear
11164,I m remind myself to feel calm,joy
11165,I m being a teenager people and if you feel the need to make sarcastic bitchy comment you can kindly fuck off,anger
11166,I feel very lucky to have have some alone time with my little one but I am also anxiously await the return of my guy,joy
11167,I I have all the predictable feeling loki is that guy I know from many many other fandom I m not impressed with I for my loki feeling,surprise
11168,I could understand if a survivor read this might at first feel offend by my talk about abstract form of rape,anger
11169,I am feel overwhelmed with excitement and anxiety as I prepare for my flight to florence in a few hour,fear
11170,I leave the hospital that night feel helpless,sadness
11171,I still feel well in my room even though I love the way my house feel well to I,joy
11172,I feel ugly right now I m still happy,sadness
11173,I hope its super high and that he s feel proud of himself,joy
11174,I start to feel my feeling for he how they still rise in my heart like the submissive tide that obey lunar whim,sadness
11175,I feel like she have not thus far been incredibly supportive of he in his time of need,love
11176,I reach down to feel what that strange sensation was and I feel something there,fear
11177,I feel like the universe think I can handle and its give I more and more suffering,sadness
11178,I do however feel somewhat dishearten at the end of tonight,sadness
11179,I feel and I was amazed to find out where papamoka show up,surprise
11180,I lie to myself to feel like I am trust but the only person I really trust or trust I guess is the I that is not trustworthy,joy
11181,I m feel so angry because that was just waste work from her side,anger
11182,I feel so cranky irrationally,anger
11183,I feel so empty in this body,sadness
11184,I close my eye take in the feeling wish that I could go back in time and re live these amazing moment when I open my eye I was take back by fahad s presence he was lean against the skeleton of the swing set and smile at I,surprise
11185,I mostly feel this as a cause of hateful memory of that girl who use to run the everchanging sailormoon gateway who I think is still make a name for herself by being stupid and mean,anger
11186,I do feel quite happy,joy
11187,I am not feel fearful,fear
11188,I feel the melancholy run my vein as well,sadness
11189,I m feel timid six,fear
11190,I m day post op and I am feel fantastic,joy
11191,I buy myself a make up palette two month back post and today I buy item and I m feel ecstatic,joy
11192,I am tired feeling overwhelmed and it seem like I am being assault from every direction I am not always at my good,fear
11193,I am tired of feel unloved undesired unappreciated and unsupported,sadness
11194,I dance the more I feel joy the more generous I become with myself the more I live in the present the more I let myself off the trauma hook the less important the past become,joy
11195,I feel like I m lose grip as that fantastic avril lavigne song pop into my head,joy
11196,I have my good most productive happy day when I m feeling inspire,joy
11197,I feel torture by all this and I m not quite sure how to handle it other then get drunk non stop so as to not feel anything at all,fear
11198,I am feel very unloved,sadness
11199,I take a psych o class in college which define love as something rather selfish its focus being on the way you feel about yourself when you re with your beloved,love
11200,I am actually consider buy they that s why I feel so unsure hehe,fear
11201,I only want jayson cause I feel that he s the most supportive person and he is the person that will be able to help I through the delivery,love
11202,I get back to my desk I just sit there and cry feel so humiliated,sadness
11203,I start to feel resentful of the whole situation and that s when something click,anger
11204,I feel so horny horny,love
11205,I don t perhaps feel the emotional connection to the issue as an american would but that doesn t take the enjoyment away,sadness
11206,I feel so cool cool cool cool cool girl I feel so cool cool cool cool cool girl,joy
11207,I was feel remarkably calm at this point,joy
11208,I get the feeling he play to the medium on these issue it seem to I he try to be cool and with it when he speak,joy
11209,I feel quite scared about my work life balance if I start to work for ken again,fear
11210,I would really recommend take this approach because the last thing you want is to feel disappointed when your little nugget arrive,sadness
11211,I feel like a very impatient mensa member at such time,anger
11212,I just feel shy because I was just a sharia stream student who is now still struggle with european union policy and decision make thesis while those uncle there discuss trillion dollar project in government lead company glc,fear
11213,I feel hot when I walk to the market in the sun,love
11214,I have a very very very small circle in which I feel comfortable turn to when the day are madden,joy
11215,I feel the need to update you my loyal reader on the vacation habit of our region manager s assistant,love
11216,I don t know if I should be feel this way because it would seem greedy and not nice to expect someone to splurge on the spur of the moment just because I ask,anger
11217,I doubt that anybody will find any black and white solution in it but it definitely put a new level of understanding on what is happen on our border right now and should make anyone hurl epithet at immigrant child feel ashamed of themselves but I doubt if it will,sadness
11218,I am feel soooooooo giggly,joy
11219,I m feel carefree i d love to try an outfit like this one,joy
11220,I confuse my feeling with the truth because I like the view when there was I and you I can not believe that I could be so blind its like you were float when I was fall and I do not mind because I like the view I think you feel it too when there was I and you lyric from a href http www,love
11221,I am leave feel reject judge and deem inadequate,sadness
11222,I finish the bike not only feel strong but like I have a complete success out there I nail what I want to do and my bike split was at the fast end of what I think I could do,joy
11223,I keep go despite feel miserable,sadness
11224,I feel so virtuous,joy
11225,I also stop read fashion magazine because it make I feel ugly and fat,sadness
11226,I m not a political animal but I think the big disease this world suffer from in this day and age is the disease of people feel unloved and I know that I can give love for a minute for an hour for a day for a month but I can give,sadness
11227,I just remember feel frantic desperately try to say what I need to say to q,fear
11228,I hate even do this because I feel like it s rude but I must say I love the blog it come from and this is no insult to the food photography because I enjoy it,anger
11229,I mean the way that a house feel to I how I draw it around myself how I like to arrange and rearrange little corner assemble still life of flower and precious object,joy
11230,I make he feel unloved and unwanted,sadness
11231,I wonder if mind reader draw a blank when they get around stupid people and when stupid people leave a room do it feel like somebody smart just walk in,joy
11232,ill start with the one about interlochen I see jonathan the boy who ask I out and was a freak and I use to like he until I realize how stupid he was and I sing a recording for he and I feel so regretful of the whole ordeal with he and yeah,sadness
11233,I finally hop up on my new friend and the feel of the dong was pleasant,joy
11234,I think about the book I write that I feel like I ve talk incessantly about to you gracious beautiful you but I think about it because it s come close to the point where I no long have a hand in the word anymore the point where my hand are off and your are on,joy
11235,that is just been feel so unimportant,sadness
11236,I know also that many other especially parent feel shocked and betray at what have been reveal,surprise
11237,I m feel amuse you know that info was post directly on your site in plain view and it is exactly where it was in the first place post directly on livevideo on your site last night on the internet,joy
11238,I guess I have a right to feel this way but I do not know because lately I have not been a faithful contribute member of the christian faith,joy
11239,I was feel frustrated at work wonder if I am live a life with meaning and purpose,anger
11240,I feel privileged and honor to attend ptk international convention where I get the opportunity to represent my college along with my other five member,joy
11241,I get the feeling that most people in her life think that she s lead some sort of charm existance,joy
11242,I was sleep was vey irritable and feel paranoid because I work the oncology dpt of a hospital and feel paranoiud cancer and through chemo,fear
11243,I realize that I struggle with feel joyful,joy
11244,I avoid say fail because it make I feel rotten and I know it is not good for my confidence,sadness
11245,I are celebrate this holiday with her parent and extended family but my heart feel empty know my son is alone and struggle with his life,sadness
11246,I feel paranoid but atleast now I get some comfort with dd she is the only person that I can talk to and not feel lie total crap around she is the nicest kind most caring person I have ever meet and I do not think that I will ever find anyone as great as she in my life,fear
11247,that is just spend the last half hour feeling ridiculously angry over insensitive comment from my partner but that all change a few minute ago to real pride over how much I have change,anger
11248,that is been feel a bit shitty about myself these past few day and there have been a sudden drop of self esteem go on,sadness
11249,I was feel so amuse at the man s tone that I too could not help laugh,joy
11250,I am feel so remorseful now,sadness
11251,I feel like she have too she once mention she dislike katy perry and dr,sadness
11252,I think I d get enough info to know about the subject but I go home feel comfident that I could actually do it and keen to get start experiment,joy
11253,I imagine you re go to come away from it feel a little jealous you can t quite,anger
11254,I still feel guilty to this day for take a spot,sadness
11255,I do not feel like an intruder or at least as an unwelcome one,sadness
11256,I keep have all of these wonderful feeling and dream and I am so terrified that they are bad or harmful or wrong but they are not,fear
11257,I do think we have a decent scheme work out which will be generous enough to provide the average player with plenty of free experience without force they to feel crappy and that they have to pay to get an enjoyable game,sadness
11258,I know this is suppose to be a cheerfull season the christmas season but this is what I am feel after loose our beloved cat tigger early this year,joy
11259,I feel funny without,surprise
11260,I am feel exhausted,sadness
11261,I feel more hopeful we re go to at least find out the truth say wendy brown alexa s mother,joy
11262,I feel useless because I do not bring in any income,sadness
11263,I m so full of life I feel appalled,anger
11264,I can literally feel a hateful glare direct at I,anger
11265,I confess I feel a little apprehensive,fear
11266,I simply feel it is important to be present well in front of other and when one is ask about himself there should be evident support in why he think so of himself as for any type of discussion during which perspective on a topic are being exchange,joy
11267,I feel like I just want to be smart because I do not want to be see as stupid,joy
11268,I start feel a bit alarmed but I was not afraid for some reason,fear
11269,I m here to tell you you are not alone if you feel vulnerable,fear
11270,I pray that they will continue to be give confident happy god fear and feel love,love
11271,I forgive myself that I have accept and allow myself to forget that I decide and thus I was decide to feel groggy this morning,sadness
11272,I feel that was one of those episode where everything just fall into place I really like how that one turn out,love
11273,I was so stubborn and that it take you getting hurt for I to admit even to myself how I feel I haven t been very considerate of you in that respect,joy
11274,I feel like he should have wait for a girl who was less messy,sadness
11275,iv try it once and read back to my problem make I feel like a superior help out a young naive person,joy
11276,I want to be do and its wonderful to feel passionate about my career,joy
11277,I choose mouse because I feel cute as of now that I am I trip over the pile of sand repeatedly while vigorously direct,joy
11278,realize that a friend have been talk into sign a certain contract,anger
11279,I feel so amazed that is have view in the past week,surprise
11280,I am a very goal orient person and I never feel more satisfied than when I am in hot pursuit of a goal,joy
11281,I already feel impatient and cancel hyundai tucson last year wait almost for seven month,anger
11282,I do not know whether or not to feel flattered or some sort of disgusted,anger
11283,I feel that I annoy everyone much too much when I m obnoxious and yeah,anger
11284,I want to savor this feeling of ecstatic anticipation in which I abide these day,joy
11285,I know how I sound and I feel lousy about myself for sound that way and for feel the way I sound but I make a good contribution at work today and now the chip is on my shoulder when I think about the mistreatment that I have receive,sadness
11286,I feel helpless because I can not protect my family he add,fear
11287,I wake up ill feel really really mad,anger
